,player,character,utterance,timestamp
1065,123,aaaMargaret,Thank you.,1334.53
1066,123,aaaThomas,Don't worry,1344.76
1067,123,aaaThomas,You must have some ideas.,1352.76
1068,123,MyNPC,You seem a bit anxious.,1593.51
1069,123,MyNPC,What's on your mind?,1598.14
1070,123,MyNPC,I'll help you out.,1599.72
1071,123,MyNPC,I'd like to buy something.,1610.51
1072,123,MyNPC,I have not yet retrieved the papers.,1612.69
1073,123,CrafterNPC,Tell me how to use the workbench.,1703.97
1074,123,CrafterNPC,Do you have a job for me?,1714.97
1075,123,CrafterNPC,Not interested.,1720.97
1076,123,Eric,Can you tell me anything about the town?,1749.58
1077,123,Eric,So what happened here?,1751.79
1078,123,Eric,Who are you talking to?,1756.79
1079,123,AAARichard,Not at the moment,1768.01
1080,123,AAADaniel,Can you give me some information?,1788.26
1081,123,AAADaniel,Huh?,1791.46
1082,123,AAADaniel,Hello,1794.26
1083,123,AAADaniel,Excuse me?,1795.85
1084,123,AAALara,What's wrong with your friend here?,1805.29
1085,123,AAALara,What's going on?,1809.88
1086,123,AAALara,What happened here?,1814.68
1087,123,Andrew,What do you think would work for bribing the bikers to leave?,1838.86
1088,123,Andrew,Is there any particular reason the bikers are here?,1844.05
1089,123,AAAMrWalker,Nevermind.,1913.49
1090,123,AAAMrWalker,Nevermind.,1918.51
1091,123,CrafterNPC,What kinds of things can I craft?,1963.81
1092,123,CrafterNPC,Tell me about the sniper rifle.,1974.81
1093,123,CrafterNPC,Tell me about the metal armor.,1985.01
1094,123,CrafterNPC,Tell me about the shishkebab.,1992.01
1095,123,CrafterNPC,Do you have a job for me?,1998.22
1096,123,CrafterNPC,I'll do it.,2011.42
1097,123,AAAMrWalker,Sorry,2106.44
1098,123,AAAMrWalker,The Craftsman is trying to steal your secret papers from your safe.,2560.11
1099,123,1ADavidJohnson,Where can I find the guns again?,2601.31
1100,123,1ADavidJohnson,I’m still searching for a nonviolent solution.,2605.90
1101,123,1ADavidJohnson,Where can I find bribe money again?,2613.30
1102,123,aaaThomas,You must have some ideas.,2628.52
1103,124,AAAPaul,Who are you?,46.59
1104,124,AAAMrsWalker,I'm feeling fine,174.82
1105,124,AAAMrsWalker,Allergies,179.62
1106,124,AAAMrsWalker,Let's say that I help you get rid of the rat. What's in it for me?,189.03
1107,124,AAAMrsWalker,Tell me about the silver mine.,322.50
1108,124,AAAMrWalker,I'll just be on my way now,421.94
1109,124,Johnson,I always have a minute to talk.,501.57
1110,124,Johnson,So where did you say the bikers were?,509.57
1111,124,Johnson,So you want me to get all the bikers out of your town?,515.18
1112,124,1ADavidJohnson,Can we stop the bikers without fighting?,526.98
1113,124,aaaMargaret,I'd hate to burden you.,567.79
1114,124,aaaThomas,Don't worry,586.41
1115,124,aaaThomas,You must have some ideas.,594.01
1116,124,MyNPC,I'd like to buy something.,662.02
1117,124,CrafterNPC,Tell me how to use the workbench.,680.42
1118,124,CrafterNPC,No thanks.,682.63
1119,124,CrafterNPC,Do you have a job for me?,684.83
1120,124,CrafterNPC,I'll do it.,693.42
1121,124,AAAMrWalker,Sorry,731.27
1122,124,CrafterNPC,I have those papers you wanted.,811.89
1123,124,aaaMargaret,I'd hate to burden you.,967.98
1124,124,aaaMargaret,Thank you.,969.78
1125,124,AAARichard,Not at the moment,1007.20
1126,124,Ann,Yes,1099.02
1127,124,Ann,Sure I will look for him.,1101.23
1128,124,Spider,I looking for Ann's husband,1124.42
1129,124,Spider,His wife is very worried about him,1137.01
1130,124,Spider,Then I will go look for some silver.,1138.42
1131,124,1ASlater,Wait a minute,1672.25
1132,124,1ASlater,Seriously,1677.84
1133,124,1ASlater,What did you have in mind?,1687.05
1134,124,1ASlater,Okay.,1692.25
1135,124,1ADavidJohnson,I want to try and trick the bikers into leaving.,1859.25
1136,124,1ADavidJohnson,I’m still searching for a nonviolent solution.,1877.45
1137,124,1ADavidJohnson,There must be a way to rescue the Sheriff without the bikers even knowing.,1883.45
1138,124,1ADavidJohnson,I'm planning on bribing the bikers. Any ideas on what they like?,1892.04
1139,124,1ADavidJohnson,I have not rescued the Sheriff yet.,1896.24
1140,124,1ADavidJohnson,Any ideas how I can help you get rid of the bikers?,1928.06
1141,124,1ADavidJohnson,I have not tricked the bikers yet.,1933.45
1142,124,Johnson,I have not taken care of the bikers yet.,1935.26
1143,124,Johnson,I have not taken care of the bikers yet.,1979.27
1144,124,100Sherif,Don't worry,2140.71
1145,124,100Sherif,There's a back door across the hall that I came through. The bikers don't know about it.,2148.91
1146,124,1ADavidJohnson,I rescued the Sheriff. He should be back shortly.,2250.68
1147,124,Andrew,So what happened here?,2319.26
1148,124,Andrew,Is there any particular reason the bikers are here?,2325.07
1149,124,Alexei,Hello to you,2352.07
1150,124,Alexei,Goat farmer?,2357.06
1151,124,aaamutant1,Wait,2391.46
1152,124,aaamutant1,I'm not from the town. Who is Cornelius?,2394.46
1153,124,aaamutant1,That's terrible! Is there any way I can help?,2400.26
1154,124,AAARichard,There are some mutants in the abandoned house who say you poisoned one of them.,2504.43
1155,124,AAARichard,Yes,2624.46
1156,125,AAAPaul,Where am I?.,38.00
1157,125,AAAPaul,I'll have to thank your parents for helping me then.  Where are they?,61.40
1158,125,AAAMrWalker,Thank you for helping me. But I'm confused,183.94
1159,125,AAAMrWalker,Nice to meet you and thank you for your help. What bikers are you talking about?,198.54
1160,125,AAAMrWalker,Is there anything that I can do to help you? I want to repay you for saving me.,211.95
1161,125,AAAMrWalker,Thanks for the tip. I'll keep that in mind.,217.74
1162,125,AAAMrWalker,I'll just be on my way now,225.76
1163,125,Eric,So what happened here?,285.18
1164,125,Alexei,Hello. Can you tell me anything about this place?,468.61
1165,125,Alexei,Potatoes?,477.41
1166,125,MyNPC,I'd like to buy something.,563.06
1167,125,MyNPC,You seem a bit anxious.,573.06
1168,125,MyNPC,What's on your mind?,585.47
1169,125,MyNPC,I'll help you out.,587.06
1170,125,AAAMrWalker,The Merchant is trying to steal your secret papers from your safe.,657.90
1171,125,AAAMrWalker,I want to know more about the town.,670.50
1172,125,AAAMrWalker,Good to know.,676.08
1173,125,AAAJanna,Tell me about the men across the street.,735.73
1174,125,AAAJanna,Tell me about the sheriff.,746.12
1175,125,AAAJanna,Tell me about Old Fitz's cave to the south.,916.45
1176,125,AAAJanna,Tell me about the abandoned house to the southeast.,928.06
1177,125,Ann,Yes,987.46
1178,125,Ann,Sure I will look for him.,992.07
1179,125,Spider,I looking for Ann's husband,1305.49
1180,125,Spider,His wife is very worried about him,1320.68
1181,125,Spider,Then I will go look for some silver.,1321.68
1182,125,000MineAnn,Is there a way to peacefully resolve this issue?,1539.66
1183,125,000MineAnn,Do you think I can take the bikers head on in a fight?,1556.66
1184,125,000MineAnn,Can I get to your husband without confronting the bikers?,1571.67
1185,125,Ann,Leave me alone!,1580.26
1186,125,AAARichard,Not at the moment,1805.88
1187,125,aaamutant1,Wait,1875.11
1188,125,aaamutant1,I'm not from the town. Who is Cornelius?,1884.70
1189,125,aaamutant1,That's terrible! Is there any way I can help?,1898.90
1190,125,AAARichard,There are some mutants in the abandoned house who say you poisoned one of them.,1964.55
1191,125,AAARichard,Yes,2103.75
1192,125,aaamutant1,I have it. Here you go.,2154.36
1193,126,AAAPaul,Where am I?.,19.53
1194,126,AAAPaul,I'll have to thank your parents for helping me then.  Where are they?,28.36
1195,126,AAAPaul,Who are you?,67.81
1196,126,AAAPaul,Wow,71.00
1197,126,AAAMrsWalker,I'm feeling fine,107.77
1198,126,AAAMrsWalker,Allergies,113.74
1199,126,AAAMrsWalker,I could help you with the rat if you want.,119.13
1200,126,AAAMrsWalker,I could help you with the rat if you want.,126.15
1201,126,AAAMrsWalker,Tell me about the silver mine.,196.80
1202,126,AAAMrsWalker,Tell me about the abandoned house.,198.41
1203,126,AAAMrsWalker,Tell me about Old Fitz's cave.,200.21
1204,126,AAAMrWalker,Where am I exactly?,216.23
1205,126,AAAMrWalker,Thank you for helping me out. I really appreciate it. What bikers are you talking about?,219.24
1206,126,AAAMrWalker,Is there anything that I can do to help you? I want to repay you for saving me.,221.82
1207,126,AAAMrWalker,Thanks for the tip. I'll keep that in mind.,224.23
1208,126,AAAMrWalker,I want to know more about the town.,225.43
1209,126,AAAMrWalker,Thank you. I'll keep that in mind.,226.63
1210,126,AAAMrWalker,Thank you for helping me. But I'm confused,228.04
1211,126,AAAMrWalker,Nice to meet you and thank you for your help. What bikers are you talking about?,229.63
1212,126,AAAMrWalker,I'll try to avoid them. Anything that I can do?,231.63
1213,126,AAAMrWalker,Thanks for the tip. I'll keep that in mind.,233.85
1214,126,Johnson,It sounds like you want me to do something for you?,264.62
1215,126,Johnson,Don't you have a sheriff or something?,266.82
1216,126,Johnson,So you want me to find the sheriff?,268.84
1217,126,Johnson,Why is that such big a problem?,271.04
1218,126,Johnson,Why not just wait for them to move on?,272.25
1219,126,Johnson,So you want me to get all the bikers out of your town?,274.23
1220,126,1ADavidJohnson,I'm planning on bribing the bikers. Any ideas on what they like?,283.42
1221,126,1ADavidJohnson,Where can I find bribe money again?,305.64
1222,126,AAALara,What happened here?,324.62
1223,126,AAALara,What's wrong with your friend here?,325.62
1224,126,AAALara,What's wrong with your friend here?,326.83
1225,126,AAALara,What's going on?,328.43
1226,126,AAADaniel,Hello,334.47
1227,126,AAADaniel,Excuse me?,335.87
1228,126,AAADaniel,Can you give me some information?,337.47
1229,126,AAADaniel,Huh?,338.67
1230,126,Eric,Can you tell me anything about the town?,370.70
1231,126,Cathrine,Any ideas on how to get rid of the bikers in town?,402.73
1232,126,Cathrine,Can you tell me about the coyotes?,404.73
1233,126,aaamutant1,Wait,440.91
1234,126,aaamutant1,I'm not from the town. Who is Cornelius?,442.72
1235,126,aaamutant1,That's terrible! Is there any way I can help?,445.91
1236,126,AAARichard,There are some mutants in the abandoned house who say you poisoned one of them.,488.38
1237,126,aaaThomas,Don't worry,534.59
1238,126,aaaThomas,You must have some ideas.,535.99
1239,126,aaaMargaret,I'd hate to burden you.,542.87
1240,126,aaaMargaret,Thank you.,544.24
1241,126,aaaMargaret,Thank you.,548.09
1242,126,AAARichard,Yes,580.35
1243,126,aaamutant1,I have it. Here you go.,617.70
1244,126,aaamutant1,I have it. Here you go.,624.70
1245,126,CrafterNPC,Tell me how to use the workbench.,711.38
1246,126,CrafterNPC,Do you have a job for me?,714.96
1247,126,CrafterNPC,I'll do it.,717.96
1248,126,MyNPC,I'd like to buy something.,729.97
1249,126,MyNPC,You seem a bit anxious.,733.79
1250,126,MyNPC,What's on your mind?,736.60
1251,126,MyNPC,I'll help you out.,737.80
1252,126,1ADavidJohnson,Any ideas how I can help you get rid of the bikers?,753.22
1253,126,1ADavidJohnson,Any ideas how I can help you get rid of the bikers?,758.60
1254,126,Eric,So what happened here?,769.85
1255,126,AAALara,What's going on?,782.28
1256,126,Ann,Yes,808.26
1257,126,Ann,Sure I will look for him.,809.46
1258,126,Spider,I looking for Ann's husband,954.03
1259,126,Spider,His wife is very worried about him,957.25
1260,126,Spider,Then I will go look for some silver.,958.06
1261,126,Spider,Yes I have the Silver.,1148.11
1262,126,Prisoner,[Free Him],1166.96
1263,126,Ann,I freed him,1198.03
1264,126,Andrew,What do you think would work for bribing the bikers to leave?,1420.89
1265,126,Andrew,Is there any particular reason the bikers are here?,1424.27
1266,126,Andrew,So what happened here?,1426.67
1267,126,Alexei,Hello to you,1442.67
1268,126,Alexei,Goat farmer?,1445.08
1269,126,Alexei,Hello. Can you tell me anything about this place?,1447.67
1270,126,Alexei,Corn?,1449.08
1271,126,Alexei,Hello. Can you tell me anything about this place?,1450.69
1272,126,Alexei,Rats?,1452.28
1273,126,Alexei,Hello. Can you tell me anything about this place?,1453.89
1274,126,Alexei,Goats?,1455.49
1275,126,1ADavidJohnson,Is there a way the townspeople can help fight off the bikers?,1478.16
1276,126,1ADavidJohnson,What would you need me to do?,1483.56
1277,126,1ADavidJohnson,Where can I find what you need?,1484.77
1278,126,MyNPC,I'd like to buy something.,1499.80
1279,126,1ADavidJohnson,Where can I find the guns again?,1513.83
1280,126,MyNPC,I have gotten what you asked for,1633.21
1281,126,MyNPC,I'd like to buy something.,1634.03
1282,126,1ADavidJohnson,There must be a way to rescue the Sheriff without the bikers even knowing.,1652.98
1283,126,Slater,I'm here to throw you bikers out of town!,1867.38
1284,126,1ADavidJohnson,I have not rescued the Sheriff yet.,2104.12
1285,126,Johnson,The bikers will not trouble you anymore,2122.93
1286,126,MyNPC,I'd like to buy something.,2130.33
1287,127,AAAPaul,Where am I?.,36.40
1288,127,AAAPaul,My supplies ran out while I was crossing the desert.  What's your name?.,60.00
1289,127,AAAPaul,Mayor?  So this is a town?,75.39
1290,127,AAAPaul,I'll have to thank your parents for helping me then.  Where are they?,96.99
1291,127,AAAPaul,Has a cousin who had allergies.  He died.,105.19
1292,127,AAAPaul,Took a bite out of his sandwitch and just dropped dead.  Might have been radiation poisoning.,115.61
1293,127,AAAMrsWalker,I'm feeling fine,325.85
1294,127,AAAMrsWalker,Is there something I can do to help you?,351.86
1295,127,AAAMrsWalker,Is there something I can do to help you?,354.06
1296,127,AAAMrsWalker,Tell me about the silver mine.,668.68
1297,127,AAAMrsWalker,Tell me about the abandoned house.,690.48
1298,127,AAAMrsWalker,Tell me about Old Fitz's cave.,712.28
1299,127,AAAMrWalker,Thank you for helping me. But I'm confused,817.12
1300,127,AAAMrWalker,Nice to meet you and thank you for your help. What bikers are you talking about?,832.92
1301,127,AAAMrWalker,Is there anything that I can do to help you? I want to repay you for saving me.,847.52
1302,127,AAAMrWalker,I'm sorry to hear that. I'll try to avoid them as much as I can.,854.12
1303,127,AAAMrWalker,I'll just be on my way now,859.52
1304,127,Johnson,It sounds like you want me to do something for you?,1092.13
1305,127,Johnson,Don't you have a sheriff or something?,1103.73
1306,127,Johnson,So you want me to find the sheriff?,1117.54
1307,127,Johnson,Why is that such big a problem?,1131.33
1308,127,Johnson,Why not just wait for them to move on?,1142.93
1309,127,Johnson,So where did you say the bikers were?,1150.73
1310,127,Johnson,So you want me to get all the bikers out of your town?,1163.53
1311,127,1ADavidJohnson,Is there a way the townspeople can help fight off the bikers?,1177.94
1312,127,1ADavidJohnson,What would you need me to do?,1195.93
1313,127,1ADavidJohnson,Where can I find what you need?,1209.14
1314,127,Johnson,I have not taken care of the bikers yet.,1212.73
1315,127,aaaMargaret,I'd hate to burden you.,1415.55
1316,127,aaaMargaret,Thank you.,1419.94
1317,127,aaaThomas,Don't worry,1437.76
1318,127,aaaThomas,You must have some ideas.,1447.57
1319,127,MyNPC,I'd like to buy something.,1470.20
1320,127,MyNPC,You seem a bit anxious.,1487.40
1321,127,MyNPC,What's on your mind?,1499.82
1322,127,MyNPC,I'll help you out.,1501.21
1323,127,MyNPC,I have not yet retrieved the papers.,1519.82
1324,127,CrafterNPC,Tell me how to use the workbench.,1555.01
1325,127,CrafterNPC,What kinds of things can I craft?,1564.61
1326,127,CrafterNPC,Tell me about the sniper rifle.,1576.02
1327,127,CrafterNPC,Do you have a job for me?,1588.81
1328,127,CrafterNPC,Not interested.,1592.62
1329,127,AAAJanna,Tell me about the sheriff.,1821.29
1330,127,AAAJanna,Tell me about the bar.,1831.28
1331,127,AAAJanna,Tell me about the cafe.,1841.28
1332,127,AAAJanna,Tell me about Old Fitz's cave to the south.,1851.51
1333,127,Alexei,Hello to you,1901.32
1334,127,Alexei,OK thanks,1906.12
1335,127,Ann,Yes,2700.20
1336,127,Ann,Sure I will look for him.,2704.60
1337,127,Spider,I looking for Ann's husband,2788.58
1338,127,Spider,His wife is very worried about him,2804.58
1339,127,Spider,Then I will go look for some silver.,2805.77
1340,128,AAAPaul,Where am I?.,37.59
1341,128,AAAPaul,My supplies ran out while I was crossing the desert.  What's your name?.,64.38
1342,128,AAAPaul,Mayor?  So this is a town?,88.79
1343,128,AAAPaul,I'll have to thank your parents for helping me then.  Where are they?,113.99
1344,128,AAAPaul,Has a cousin who had allergies.  He died.,128.18
1345,128,AAAPaul,They said it was somthing in the water they used for the vegetables.,146.39
1346,128,AAAMrsWalker,I'm feeling fine,308.40
1347,128,AAAMrsWalker,Allergies,337.21
1348,128,AAAMrsWalker,I could help you with the rat if you want.,362.80
1349,128,AAAMrsWalker,Tell me about the silver mine.,691.57
1350,128,AAAMrsWalker,Tell me about the abandoned house.,714.16
1351,128,AAAMrsWalker,Tell me about Old Fitz's cave.,735.96
1352,128,Johnson,It sounds like you want me to do something for you?,860.77
1353,128,Johnson,Don't you have a sheriff or something?,878.77
1354,128,Johnson,So you want me to find the sheriff?,892.57
1355,128,Johnson,So where did you say the bikers were?,906.77
1356,128,Johnson,Why is that such big a problem?,919.57
1357,128,Johnson,Why not just wait for them to move on?,930.97
1358,128,Johnson,So you want me to get all the bikers out of your town?,943.36
1359,128,1ADavidJohnson,Can we stop the bikers without fighting?,964.57
1360,128,1ADavidJohnson,I’m still searching for a nonviolent solution.,974.36
1361,128,Johnson,I have not taken care of the bikers yet.,977.57
1362,128,MyNPC,You seem a bit anxious.,1011.41
1363,128,MyNPC,What's on your mind?,1024.00
1364,128,MyNPC,I'll help you out.,1025.41
1365,128,MyNPC,I'd like to buy something.,1045.59
1366,128,1ASlater,Wait a minute,1629.84
1367,128,1ASlater,Seriously,1647.04
1368,128,1ASlater,What did you have in mind?,1664.23
1369,128,1ASlater,I'm not interested.,1670.04
1370,130,AAAPaul,Where am I?.,28.79
1371,130,AAAPaul,I'll have to thank your parents for helping me then.  Where are they?,45.79
1372,130,AAAMrsWalker,I'm feeling fine,195.22
1373,130,AAAMrsWalker,Is there something I can do to help you?,212.61
1374,130,AAAMrWalker,Where am I exactly?,264.03
1375,130,AAAMrWalker,Thank you for helping me out. I really appreciate it. What bikers are you talking about?,271.03
1376,130,AAAMrWalker,Is there anything that I can do to help you? I want to repay you for saving me.,277.24
1377,130,AAAMrWalker,Thanks for the tip. I'll keep that in mind.,284.25
1378,130,AAAMrWalker,Where am I exactly?,288.63
1379,130,AAAMrWalker,You mentioned bikers?,292.25
1380,130,AAAMrWalker,I'm sorry to hear that. I'll try to avoid them as much as I can.,294.83
1381,130,AAAMrWalker,I want to know more about the town.,298.44
1382,130,AAAMrWalker,Good to know.,300.83
1383,130,AAAMrWalker,I'll just be on my way now,308.63
1384,130,AAAMrsWalker,Tell me about the abandoned house.,418.65
1385,130,AAAMrsWalker,Tell me about the silver mine.,423.65
1386,130,AAAMrsWalker,Tell me about Old Fitz's cave.,428.05
1387,130,Johnson,I always have a minute to talk.,472.67
1388,130,Johnson,Don't you have a sheriff or something?,477.47
1389,130,Johnson,So you want me to find the sheriff?,480.68
1390,130,Johnson,So you want me to get all the bikers out of your town?,486.27
1391,130,1ADavidJohnson,Can we stop the bikers without fighting?,507.08
1392,130,1ADavidJohnson,Any ideas how I can help you get rid of the bikers?,513.87
1393,130,1ADavidJohnson,I’m still searching for a nonviolent solution.,517.07
1394,130,Johnson,I have not taken care of the bikers yet.,518.27
1395,130,MyNPC,I'd like to buy something.,527.48
1396,130,MyNPC,You seem a bit anxious.,529.88
1397,130,MyNPC,What's on your mind?,532.88
1398,130,MyNPC,I'll help you out.,534.68
1399,130,MyNPC,I'd like to buy something.,545.09
1400,130,CrafterNPC,Tell me how to use the workbench.,564.11
1401,130,CrafterNPC,Do you have a job for me?,571.11
1402,130,CrafterNPC,I'll do it.,577.31
1403,130,AAAJanna,Tell me about the sheriff.,589.13
1404,130,AAAJanna,Tell me about the men across the street.,602.73
1405,130,aaaThomas,Don't worry,785.58
1406,130,aaaThomas,You must have some ideas.,791.18
1407,130,MyNPC,I'd like to buy something.,826.60
1408,130,AAADaniel,Hello,869.19
1409,130,AAADaniel,Excuse me?,871.99
1410,130,AAADaniel,Can you give me some information?,874.99
1411,130,AAADaniel,Huh?,883.60
1412,130,AAALara,What happened here?,893.81
1413,130,AAALara,What's wrong with your friend here?,895.61
1414,130,AAALara,What's going on?,897.81
1415,130,Andrew,What do you think would work for bribing the bikers to leave?,917.63
1416,130,Andrew,So what happened here?,919.22
1417,130,Andrew,Is there any particular reason the bikers are here?,922.22
1418,130,aaamutant1,Wait,968.04
1419,130,aaamutant1,I'm not from the town. Who is Cornelius?,976.04
1420,130,aaamutant1,That's terrible! Is there any way I can help?,983.84
1421,130,Cathrine,Any ideas on how to get rid of the bikers in town?,1011.69
1422,130,Cathrine,How's the farm life been treating you?,1014.69
1423,130,Cathrine,Can you tell me about the coyotes?,1016.86
1424,130,AAARichard,There are some mutants in the abandoned house who say you poisoned one of them.,1083.70
1425,130,AAARichard,Yes,1134.12
1426,130,AAARichard,Yes,1136.38
1427,130,Eric,Can you tell me anything about the town?,1148.68
1428,130,Eric,So what happened here?,1150.68
1429,130,Eric,Who are you talking to?,1152.27
1430,130,aaamutant1,I have it. Here you go.,1208.48
1431,130,aaamutant1,I have it. Here you go.,1233.93
1432,130,Slater,who are you?,1459.09
1433,130,Slater,Easy now I'm only here to talk,1464.28
1434,130,Slater,You have had your fun,1472.48
1435,130,Slater,Can't we make a deal or something to make you leave? ,1477.28
1436,130,Slater,Well I got some money out of the Sheriffs safe,1485.65
1437,130,MyNPC,I'd like to buy something.,1701.69
1438,130,MyNPC,I'd like to buy something.,1884.48
1439,130,MyNPC,I'd like to buy something.,1901.10
1440,130,Ann,Yes,2005.92
1441,130,Ann,Sure I will look for him.,2007.12
1442,130,Spider,I looking for Ann's husband,2052.54
1443,130,Spider,His wife is very worried about him,2058.74
1444,130,Spider,Then I will go look for some silver.,2060.15
1445,131,AAAPaul,Where am I?.,14.79
1446,131,AAAPaul,My supplies ran out while I was crossing the desert.  What's your name?.,26.79
1447,131,AAAPaul,Mayor?  So this is a town?,35.40
1448,131,AAAPaul,I'll have to thank your parents for helping me then.  Where are they?,43.60
1449,131,AAAPaul,Who are you?,129.77
1450,131,AAAPaul,Wow,132.97
1451,131,AAAMrsWalker,I'm feeling fine,156.38
1452,131,AAAMrsWalker,Allergies,163.98
1453,131,AAAMrsWalker,Let's say that I help you get rid of the rat. What's in it for me?,177.99
1454,131,AAAMrsWalker,Let's say that I help you get rid of the rat. What's in it for me?,179.20
1455,131,AAAMrWalker,Where am I exactly?,201.61
1456,131,AAAMrWalker,Thanks for the help. What was that about bikers?,207.40
1457,131,AAAMrWalker,Thanks for the tip. I'll keep that in mind.,210.20
1458,131,AAAMrWalker,I want to know more about the town.,213.20
1459,131,AAAMrWalker,[Stay silent],215.60
1460,131,AAAMrWalker,Thank you for helping me. But I'm confused,218.60
1461,131,AAAMrWalker,Thanks for the help. What was that about bikers?,221.81
1462,131,AAAMrWalker,Is there anything that I can do to help you? I want to repay you for saving me.,225.01
1463,131,AAAMrWalker,I'm sorry to hear that. I'll try to avoid them as much as I can.,226.20
1464,131,AAAMrWalker,I'll just be on my way now,229.40
1465,131,AAAMrsWalker,Tell me about the silver mine.,435.39
1466,131,AAAMrsWalker,Tell me about the abandoned house.,439.61
1467,131,AAAMrsWalker,Tell me about Old Fitz's cave.,444.40
1468,131,AAAMrsWalker,Tell me about the abandoned house.,447.61
1469,131,AAAMrsWalker,Tell me about the silver mine.,453.20
1470,131,Johnson,It sounds like you want me to do something for you?,477.61
1471,131,Johnson,Don't you have a sheriff or something?,482.22
1472,131,Johnson,So you want me to find the sheriff?,484.44
1473,131,Johnson,So you want me to get all the bikers out of your town?,487.61
1474,131,1ADavidJohnson,Is there a way the townspeople can help fight off the bikers?,493.01
1475,131,1ADavidJohnson,What would you need me to do?,497.82
1476,131,1ADavidJohnson,Where can I find what you need?,500.42
1477,131,1ADavidJohnson,There must be a way to rescue the Sheriff without the bikers even knowing.,508.62
1478,131,1ADavidJohnson,I want to try and trick the bikers into leaving.,514.62
1479,131,1ADavidJohnson,I'm planning on bribing the bikers. Any ideas on what they like?,520.22
1480,131,MyNPC,You seem a bit anxious.,530.82
1481,131,MyNPC,What's on your mind?,534.43
1482,131,MyNPC,I'll help you out.,536.02
1483,131,MyNPC,I'd like to buy something.,540.22
1484,131,Eric,Who are you talking to?,570.44
1485,131,Eric,Who are you talking to?,572.03
1486,131,Eric,So what happened here?,574.23
1487,131,Eric,So what happened here?,576.03
1488,131,Eric,Can you tell me anything about the town?,578.03
1489,131,AAARichard,Not at the moment,585.85
1490,131,AAADaniel,Can you give me some information?,599.89
1491,131,AAADaniel,Huh?,602.48
1492,131,AAADaniel,Hello,603.88
1493,131,AAADaniel,Excuse me?,605.29
1494,131,AAADaniel,Bugger off,606.68
1495,131,AAALara,What's wrong with your friend here?,617.49
1496,131,AAALara,What happened here?,619.10
1497,131,AAALara,What's going on?,620.69
1498,131,Ann,Yes,648.70
1499,131,Ann,Sure I will look for him.,649.90
1500,131,Spider,I looking for Ann's husband,763.35
1501,131,Spider,His wife is very worried about him,768.14
1502,131,Spider,Then I will go look for some silver.,768.94
1503,131,aaaMargaret,I'd hate to burden you.,900.02
1504,131,aaaMargaret,Thank you.,901.23
1505,131,aaaThomas,You must have some ideas.,910.26
1506,131,aaaMargaret,Thank you.,990.88
1507,131,AAAJanna,Tell me about the abandoned house to the southeast.,1035.67
1508,131,Alexei,Hello to you,1174.98
1509,131,Alexei,Goat farmer?,1179.00
1510,131,Alexei,Hello. Can you tell me anything about this place?,1181.78
1511,131,Alexei,Rats?,1183.59
1512,131,Alexei,I have no time for a goat farmer.,1184.59
1513,131,Alexei,Hello. Can you tell me anything about this place?,1189.39
1514,131,Alexei,Goats?,1191.00
1515,131,Alexei,Hello. Can you tell me anything about this place?,1193.19
1516,131,Alexei,Corn?,1195.19
1517,131,aaamutant1,Wait,1230.82
1518,131,aaamutant1,I'm not from the town. Who is Cornelius?,1233.62
1519,131,aaamutant1,That's terrible! Is there any way I can help?,1238.62
1520,131,AAARichard,There are some mutants in the abandoned house who say you poisoned one of them.,1284.83
1521,131,AAARichard,Yes,1297.65
1522,131,aaamutant1,I have it. Here you go.,1339.90
1523,131,aaamutant1,I have it. Here you go.,1343.46
1524,131,000MineAnn,Do you think I can take the bikers head on in a fight?,1842.81
1525,131,000MineAnn,Is there a way to peacefully resolve this issue?,1845.59
1526,131,Ann,Leave me alone!,1848.38
1527,131,Slater,who are you?,1945.38
1528,131,Slater,Easy now I'm only here to talk,1947.99
1529,131,Slater,You have had your fun,1953.78
1530,131,Slater,Can't we make a deal or something to make you leave? ,1955.99
1531,131,Slater,Well I got some money out of the Sheriffs safe,1960.58
1532,131,Johnson,I have not taken care of the bikers yet.,2069.44
1533,132,AAAPaul,Where am I?.,26.20
1534,132,AAAPaul,My supplies ran out while I was crossing the desert.  What's your name?.,48.00
1535,132,AAAMrsWalker,I'm feeling fine,183.05
1536,132,AAAMrsWalker,Is there something I can do to help you?,203.87
1537,132,AAAMrWalker,Where am I exactly?,242.49
1538,132,AAAMrWalker,Thank you for helping me out. I really appreciate it. What bikers are you talking about?,250.28
1539,132,AAAMrWalker,Is there anything that I can do to help you? I want to repay you for saving me.,259.29
1540,132,AAAMrWalker,I'm sorry to hear that. I'll try to avoid them as much as I can.,262.49
1541,132,AAAMrWalker,I'll just be on my way now,266.88
1542,132,Johnson,I got no time for you farmer John.,323.91
1543,132,aaaThomas,Don't worry,431.54
1544,132,aaaThomas,You must have some ideas.,439.93
1545,132,aaaMargaret,Thank you.,466.17
1546,132,CrafterNPC,Do you have a job for me?,488.18
1547,132,CrafterNPC,Not interested.,490.79
1548,132,AAAMrsWalker,Tell me about the silver mine.,682.00
1549,132,MyNPC,I'd like to buy something.,737.03
1550,132,MyNPC,You seem a bit anxious.,747.24
1551,132,MyNPC,What's on your mind?,754.04
1552,132,MyNPC,I'll help you out.,756.24
1553,132,Johnson,I always have a minute to talk.,789.66
1554,132,Johnson,Don't you have a sheriff or something?,802.87
1555,132,Johnson,So you want me to find the sheriff?,810.87
